no.,serial_number_for_camera,precinct,police_office,location
4565,EA-C04,中正一,博愛路,中華路、忠孝西路口
4566,EB001,中正一,忠孝西路,忠孝西路1段行政院前人行地下道內
4567,EB002,中正一,忠孝西路,中山北路1段40號中央分隔島
4568,EB003,中正一,忠孝西路,中山北路1段10號旁
4569,EB004,中正一,忠孝西路,中山北路1段8巷7號
4570,EB005,中正一,忠孝西路,中山北路1段26號
4571,EB006,中正一,忠孝西路,中山北路1段34巷口
4572,EB007,中正一,忠孝西路,中山北路1段46號前
4573,EB007,中正一,忠孝西路,中山北路1段46號前
4574,EB008,中正一,忠孝西路,北市中正區中山南路2巷口路口監控
4575,EB008,中正一,忠孝西路,北市中正區中山南路2巷口路口監控
4576,EB009,中正一,忠孝西路,中山南路2巷3號
4577,EB010,中正一,忠孝西路,凱達格蘭大道、中山南路口(西北角中央分隔島)
4578,EB011,中正一,忠孝西路,中山南路、常德路口
4579,EB012,中正一,忠孝西路,公園路與北平西路口(分隔島上)
4580,EB012,中正一,忠孝西路,公園路與北平西路口(分隔島上)
4581,EB013,中正一,忠孝西路,公園路、忠孝西路口(中央分隔島上)
4582,EB014,中正一,忠孝西路,公園路15-1號
4583,EB015,中正一,忠孝西路,公園路、襄陽路口
4584,EB015,中正一,忠孝西路,公園路、襄陽路口
4585,EB016,中正一,忠孝西路,公園路、常德街口(228公園入口對面)
4586,EB016,中正一,忠孝西路,公園路、常德街口(228公園入口對面)
4587,EB017,中正一,忠孝西路,公園路捷運台大醫院4號出口南側公車候車亭
4588,EB017,中正一,忠孝西路,臺大醫院捷運站4號出口
4589,EB018,中正一,忠孝西路,公園路及常德街口(228公園入口前)
4590,EB018,中正一,忠孝西路,公園路及常德街口(228公園入口前)
4591,EB019,中正一,忠孝西路,公園路24號前號誌桿
4592,EB020,中正一,忠孝西路,公園路32之1號
4593,EB021,中正一,忠孝西路,臺大醫院捷運站2號出口對面
4594,EB021,中正一,忠孝西路,常德街1號(台大醫院捷運站2號出口對面)
4595,EB022,中正一,忠孝西路,公園路、青島西路
4596,EB023,中正一,忠孝西路,公園路30巷口
4597,EB025,中正一,忠孝西路,南陽街1號旁
4598,EB026,中正一,忠孝西路,信陽街15號(轉角處)
4599,EB027,中正一,忠孝西路,南陽街與襄陽路口
4600,EB028,中正一,忠孝西路,南陽街1號前
4601,EB029,中正一,忠孝西路,南陽街12號對面
4602,EB030,中正一,忠孝西路,南陽街17巷口
4603,EB031,中正一,忠孝西路,公園路20巷12號
4604,EB032,中正一,忠孝西路,南陽街15-2號
4605,EB033,中正一,忠孝西路,南陽街21之5號
4606,EB034,中正一,忠孝西路,南陽街38巷1號
4607,EB034,中正一,忠孝西路,南陽街38巷1號
4608,EB036,中正一,忠孝西路,中山北路1段34巷1弄1號
4609,EB036,中正一,忠孝西路,中山北路1段34巷1弄1號
4610,EB037,中正一,忠孝西路,忠孝西路1段66號前分隔島
4611,EB037,中正一,忠孝西路,忠孝西路1段66號前分隔島
4612,EB038,中正一,忠孝西路,北市中正區館前路、開封街1段路口路口監控
4613,EB038,中正一,忠孝西路,北市中正區館前路、開封街1段路口路口監控
4614,EB039,中正一,忠孝西路,館前路、許昌街口
4615,EB039,中正一,忠孝西路,館前路、許昌街口
4616,EB040,中正一,忠孝西路,館前路47號號誌桿
4617,EB040,中正一,忠孝西路,館前路47號號誌桿
4618,EB041,中正一,忠孝西路,北市中正區館前路46號前路口監控
4619,EB041,中正一,忠孝西路,北市中正區館前路46號前路口監控
4620,EB042,中正一,忠孝西路,襄陽路2號(博物館、館前路入口前)
4621,EB042,中正一,忠孝西路,襄陽路2號(博物館、館前路入口前)
4622,EB042,中正一,忠孝西路,襄陽路2號(博物館、館前路入口前)
4623,EB043,中正一,忠孝西路,館前路59號前
4624,EB044,中正一,忠孝西路,館前路36號前(萊爾富)
4625,EB045,中正一,忠孝西路,信陽街30號對面(吉野家前)
4626,EB046,中正一,忠孝西路,館前路22號
4627,EB046,中正一,忠孝西路,館前路22號
4628,EB047,中正一,忠孝西路,南陽街68號
4629,EB048,中正一,忠孝西路,南陽街21之8號
4630,EB049,中正一,忠孝西路,襄陽路1號旁
4631,EB050,中正一,忠孝西路,忠孝西路1段72-37號前面燈桿
4632,EB050,中正一,忠孝西路,忠孝西路1段72-37號前面燈桿
4633,EB051,中正一,忠孝西路,開封街2之59號
4634,EB052,中正一,忠孝西路,懷寧街與漢口街1段口
4635,EB053,中正一,忠孝西路,懷寧街、武昌街口
4636,EB054,中正一,忠孝西路,懷寧街74號前
4637,EB055,中正一,忠孝西路,懷寧街96號對面
4638,EB055,中正一,忠孝西路,懷寧街96號對面
4639,EB056,中正一,忠孝西路,北市中正區懷寧街、寶慶路口路口監控
4640,EB057,中正一,忠孝西路,懷寧街33號前左側
4641,EB059,中正一,忠孝西路,懷寧街49號
4642,EB060,中正一,忠孝西路,懷寧街92號前
4643,EB061,中正一,忠孝西路,懷寧街110號後方
4644,EB062,中正一,忠孝西路,重慶南路1段5巷口
4645,EB063,中正一,忠孝西路,重慶南路1段23巷口
4646,EB064,中正一,忠孝西路,重慶南路1段27號前
4647,EB065,中正一,忠孝西路,重慶南路1段29巷7號
4648,EB066,中正一,忠孝西路,重慶南路1段43號
4649,EB068,中正一,忠孝西路,重慶南路1段113號
4650,EB070,中正一,忠孝西路,中山南路與常德街西北角(小綠人號誌)
4651,EB071,中正一,忠孝西路,中山南路與常德街西南角(小綠人號誌)
4652,EB071,中正一,忠孝西路,中山南路與常德街西南角(小綠人號誌)
4653,EB072,中正一,忠孝西路,懷寧街110號對面燈桿
4654,EB072,中正一,忠孝西路,懷寧街110號對面燈桿
4655,EB073,中正一,忠孝西路,中山南路2巷5號
4656,EB074,中正一,忠孝西路,市民承德路口(西南角)
4657,EB075,中正一,忠孝西路,市民大道地下街Y10出口前小綠人
4658,EB075,中正一,忠孝西路,市民大道地下街Y10出口前小綠人
4659,EB076,中正一,忠孝西路,市民大道地下街Y8後
4660,EB076,中正一,忠孝西路,市民大道地下街Y8後
4661,EB076,中正一,忠孝西路,市民大道地下街Y8後
4662,EB077,中正一,忠孝西路,中山南路、常德街口(西南角)
4663,EB078,中正一,忠孝西路,北平西路台北車站東側停車場
4664,EB079,中正一,忠孝西路,北平西路與中山北路口(國父史蹟左側)
4665,EB080,中正一,忠孝西路,北平西路與重慶北路1段口
4666,EB081,中正一,忠孝西路,台北火車站東3門出口前
4667,EB081,中正一,忠孝西路,台北火車站東3門出口前
4668,EB082,中正一,忠孝西路,北平西路22號前
4669,EB083,中正一,忠孝西路,忠孝西路1段8號前
4670,EB085,中正一,忠孝西路,北平西路22號旁
4671,EB086,中正一,忠孝西路,忠孝西路、捷運台北車站4號出口前
4672,EB086,中正一,忠孝西路,忠孝西路、捷運台北車站4號出口前
4673,EB087,中正一,忠孝西路,忠孝西路捷運台北車站5號出口前
4674,EB087,中正一,忠孝西路,忠孝西路捷運台北車站5號出口前
4675,EB088,中正一,忠孝西路,忠孝西路一段車行地下道
4676,EB089,中正一,忠孝西路,忠孝西路1段8號(捷運台北車站8號出口前)
4677,EB089,中正一,忠孝西路,忠孝西路1段8號(捷運台北車站8號出口前)
4678,EB090,中正一,忠孝西路,忠孝西路1段29巷、中山北路1段8巷12弄交叉處
4679,EB091,中正一,忠孝西路,忠孝西路1段29巷1號
4680,EB092,中正一,忠孝西路,北平西路8號前
4681,EB092,中正一,忠孝西路,北平西路8號前
4682,EB093,中正一,忠孝西路,忠孝西路1段66號前分隔島
4683,EB093,中正一,忠孝西路,忠孝西路1段66號前分隔島
4684,EB094,中正一,忠孝西路,忠孝西路1段66號前
4685,EB094,中正一,忠孝西路,忠孝西路1段66號前
4686,EB095,中正一,忠孝西路,忠孝西路1段70號前
4687,EB095,中正一,忠孝西路,忠孝西路1段70號前
4688,EB096,中正一,忠孝西路,忠孝西路1段86號前
4689,EB096,中正一,忠孝西路,忠孝西路1段86號前
4690,EB097,中正一,忠孝西路,台北西站A棟前車辯系統桿
4691,EB097,中正一,忠孝西路,台北西站A棟前車辯系統桿
4692,EB098,中正一,忠孝西路,許昌街4號前號誌桿
4693,EB099,中正一,忠孝西路,北市中正區青島西路10號前路口監控
4694,EB099,中正一,忠孝西路,北市中正區青島西路10號前路口監控
4695,EB100,中正一,忠孝西路,中山南路8號(台大兒童醫院前)
4696,EB101,中正一,忠孝西路,公園路11巷口
4697,EB103,中正一,忠孝西路,凱達格蘭大道、懷寧街口
4698,EB104,中正一,忠孝西路,凱達格蘭大道、228公園側門
4699,EB104,中正一,忠孝西路,凱達格蘭大道、228公園側門
4700,EB105,中正一,忠孝西路,凱達格蘭大道(介壽派出所)路口監控
4701,EB106,中正一,忠孝西路,北市中正區凱達格蘭大道3號前路口監控
4702,EB107,中正一,忠孝西路,公園路20巷9號
4703,EB108,中正一,忠孝西路,襄陽路23號對面(228公園前)
4704,EB109,中正一,忠孝西路,重慶南路1段93號前
4705,EB110,中正一,忠孝西路,懷寧街88號對面(228公園柵欄內)
4706,EB110,中正一,忠孝西路,懷寧街88號對面(228公園柵欄內)
4707,EB111,中正一,忠孝西路,衡陽路2號
4708,EB112,中正一,忠孝西路,北市中正區寶慶路3號前路口監控
4709,EB113,中正一,忠孝西路,信陽街25號前
4710,EB114,中正一,忠孝西路,許昌街28號
4711,EB115,中正一,忠孝西路,懷寧街10號
4712,EB116,中正一,忠孝西路,開封街1段14巷口
4713,EB117,中正一,忠孝西路,開封街1段29號前
4714,EB118,中正一,忠孝西路,漢口街1段27號旁
4715,EB119,中正一,忠孝西路,漢口街1段15號前
4716,EB119,中正一,忠孝西路,漢口街1段15號前
4717,EB120,中正一,忠孝西路,臺北賓館西北角
4718,EB120,中正一,忠孝西路,臺北賓館西北角
4719,EB121,中正一,忠孝西路,館前路45號號誌桿
4720,EB123,中正一,忠孝西路,忠孝西路一段72-37號對面燈桿(懷寧街口)
4721,EB124,中正一,忠孝西路,中山南路慢車道往南(濟南路)
4722,EB125,中正一,忠孝西路,中山南路8號(往西)
4723,EB126,中正一,忠孝西路,青島西路1號前燈桿
4724,EB127,中正一,忠孝西路,忠孝西路與公園路北側分隔島
4725,EB-C01,中正一,忠孝西路,中山南路、常德路口
4726,EB-C02,中正一,忠孝西路,館前路、襄陽路口
4727,EB-C03,中正一,忠孝西路,公園路、襄陽路口
4728,EB-C04,中正一,忠孝西路,公園路、常德路口
4729,EB-C05,中正一,忠孝西路,忠孝西路、捷運台北車站4號出口前
4730,EB-C06,中正一,忠孝西路,公園路22-1號前號誌桿
4731,EC001,中正一,忠孝東路,北市中正區八德路1段1號前路口監控
4732,EC002,中正一,忠孝東路,八德路1段28號
4733,EC002,中正一,忠孝東路,八德路1段28號
4734,EC002,中正一,忠孝東路,八德路1段28號
4735,EC004,中正一,忠孝東路,八德路1段41號旁
4736,EC004,中正一,忠孝東路,八德路1段41號旁
4737,EC005,中正一,忠孝東路,八德路1段42號前
4738,EC007,中正一,忠孝東路,八德路1段76號前
4739,EC007,中正一,忠孝東路,八德路1段76號前
4740,EC008,中正一,忠孝東路,臨沂街3巷33號前
4741,EC009,中正一,忠孝東路,新生南路一段６號前號誌路口監控
4742,EC009,中正一,忠孝東路,新生南路一段６號前號誌路口監控
4743,EC009,中正一,忠孝東路,新生南路一段６號前號誌路口監控
4744,EC010,中正一,忠孝東路,八德路1段82巷18號
4745,EC010,中正一,忠孝東路,八德路1段82巷18號
4746,EC010,中正一,忠孝東路,八德路1段82巷18號
4747,EC011,中正一,忠孝東路,新生南路1段16-1號前
4748,EC012,中正一,忠孝東路,北平東路30-1號旁
4749,EC013,中正一,忠孝東路,北平東路與天津街口
4750,EC013,中正一,忠孝東路,北平東路與天津街口
4751,EC015,中正一,忠孝東路,中山北路1段、市民大道2段口
4752,EC015,中正一,忠孝東路,中山北路1段、市民大道2段口
4753,EC016,中正一,忠孝東路,忠孝東路1段55號旁
4754,EC019,中正一,忠孝東路,忠孝東路2段33號前中央分隔島
4755,EC020,中正一,忠孝東路,忠孝東路1段31號對面(善導寺前)
4756,EC020,中正一,忠孝東路,忠孝東路1段31號對面(善導寺前)
4757,EC020,中正一,忠孝東路,忠孝東路1段31號對面(善導寺前)
4758,EC021,中正一,忠孝東路,鎮江街口、忠孝東路2段12號路口前(中央分隔島)
4759,EC021,中正一,忠孝東路,鎮江街口、忠孝東路2段12號路口前(中央分隔島)
4760,EC022,中正一,忠孝東路,忠孝東路1段、善導寺捷運3號出口中央分隔島
4761,EC022,中正一,忠孝東路,忠孝東路1段、善導寺捷運3號出口中央分隔島
4762,EC023,中正一,忠孝東路,忠孝東路1段112號前分隔島
4763,EC023,中正一,忠孝東路,忠孝東路1段112號前分隔島
4764,EC024,中正一,忠孝東路,忠孝東路1段85號前中央分隔島
4765,EC024,中正一,忠孝東路,忠孝東路1段85號前中央分隔島
4766,EC024,中正一,忠孝東路,忠孝東路1段85號前中央分隔島
4767,EC024,中正一,忠孝東路,忠孝東路1段85號前中央分隔島
4768,EC025,中正一,忠孝東路,忠孝東路2段1號前人行號誌延伸
4769,EC027,中正一,忠孝東路,八德路1段82巷9弄19號
4770,EC029,中正一,忠孝東路,忠孝東路2段101號前(忠孝國小前)
4771,EC029,中正一,忠孝東路,忠孝東路2段101號前(忠孝國小前)
4772,EC030,中正一,忠孝東路,林森北路與北平東路口(東南角)
4773,EC033,中正一,忠孝東路,北平東路7號
4774,EC035,中正一,忠孝東路,北平東路20號前燈桿
4775,EC037,中正一,忠孝東路,北市中正區北平東路28號對面路口監控
4776,EC038,中正一,忠孝東路,北平東路與林森北路口西北側號誌桿
4777,EC040,中正一,忠孝東路,北市中正區北平東路30－9號前路口監控
4778,EC040,中正一,忠孝東路,北市中正區北平東路30－9號前路口監控
4779,EC041,中正一,忠孝東路,天津街、市民大道路口東側中央分隔島
4780,EC041,中正一,忠孝東路,天津街、市民大道路口東側中央分隔島
4781,EC042,中正一,忠孝東路,市民大道2段、林森北路口
4782,EC044,中正一,忠孝東路,忠孝東路2段95號前小綠人桿
4783,EC044,中正一,忠孝東路,忠孝東路2段95號前小綠人桿
4784,EC045,中正一,忠孝東路,林森北路5巷4號
4785,EC046,中正一,忠孝東路,林森北路9巷16號
4786,EC047,中正一,忠孝東路,林森北路7-2號旁
4787,EC048,中正一,忠孝東路,林森北路11號
4788,EC051,中正一,忠孝東路,杭州北路20號對面
4789,EC052,中正一,忠孝東路,紹興北街2巷3號前
4790,EC052,中正一,忠孝東路,紹興北街2巷3號前
4791,EC053,中正一,忠孝東路,紹興北街31巷19號壁掛
4792,EC054,中正一,忠孝東路,紹興北街31巷17號
4793,EC055,中正一,忠孝東路,天津街3巷5號
4794,EC056,中正一,忠孝東路,天津街9號旁
4795,EC057,中正一,忠孝東路,"臨沂街3巷1號對面,臨沂街口"
4796,EC059,中正一,忠孝東路,忠孝東路新生南路口
4797,EC062,中正一,忠孝東路,忠孝東路2段104號
4798,EC063,中正一,忠孝東路,北市中正區忠孝東路2段134巷6號前路口監控
4799,EC063,中正一,忠孝東路,北市中正區忠孝東路2段134巷6號前路口監控
4800,EC064,中正一,忠孝東路,北市中正區忠孝東路2段132號前路口監控
4801,EC065,中正一,忠孝東路,忠孝東路2段134巷16號
4802,EC066,中正一,忠孝東路,北市中正區臨沂街25巷19號旁路口監控
4803,EC067,中正一,忠孝東路,忠孝東路2段136號
4804,EC068,中正一,忠孝東路,忠孝東路2段、新生南路1段54巷5弄口
4805,EC068,中正一,忠孝東路,忠孝東路2段、新生南路1段54巷5弄口
4806,EC068,中正一,忠孝東路,忠孝東路2段、新生南路1段54巷5弄口
4807,EC069,中正一,忠孝東路,忠孝東路2段102號前(分隔島上)
4808,EC069,中正一,忠孝東路,忠孝東路2段102號前(分隔島上)
4809,EC070,中正一,忠孝東路,忠孝東路2段88號前中央分隔島
4810,EC071,中正一,忠孝東路,忠孝東路2段104號旁
4811,EC072,中正一,忠孝東路,臨沂街8巷旁
4812,EC073,中正一,忠孝東路,臨沂街10巷1號旁、臨沂街口
4813,EC074,中正一,忠孝東路,臨沂街13巷2號旁
4814,EC075,中正一,忠孝東路,臨沂街19巷9號對面
4815,EC076,中正一,忠孝東路,北市中正區臨沂街21號旁路口監控
4816,EC076,中正一,忠孝東路,北市中正區臨沂街21號旁路口監控
4817,EC077,中正一,忠孝東路,臨沂街19巷16號
4818,EC078,中正一,忠孝東路,金山南路3號前臨沂街口
4819,EC080,中正一,忠孝東路,臨沂街25巷口
4820,EC081,中正一,忠孝東路,北市中正區臨沂街27-2號前路口監控
4821,EC082,中正一,忠孝東路,臨沂街27巷9號前
